Student_Names,Phone_No.,Gender,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Shish Maurya,9858115582,Female,8,Yes,23,39,73,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Gajpati Mishra,9354658208,Male,9,Yes,74,86,99,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
N K Tiwari,9902510594,Male,9,No,78,58,77,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Goutam Kumar Divedi,9693577860,Female,8,No,62,50,89,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Gudan Srivastav,9879774912,Female,4,Yes,98,63,26,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Chandra Kanta Rai,9034293338,Male,9,Yes,35,44,71,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vashu Kumari,9307867589,Female,2,Yes,99,100,62,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Deena Sonkar,9178416809,Male,1,Yes,18,93,84,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Gulabi Rajput,9570737651,Male,1,Yes,85,35,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Margub Gupta,9896419344,Male,2,No,79,80,34,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Sheik Pandey,9567141795,Female,5,Yes,67,96,52,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Pancham Tiwari,9638932048,Female,3,Yes,14,44,30,F,Failed,Better luck next time,NULL,NULL,NULL
Karamat Vishwakarma,9337529295,Female,1,No,28,33,10,F,Failed,Better luck next time,NULL,NULL,NULL
Poornesh Singh,9901765783,Female,5,No,45,69,77,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Salin Rao,9170591909,Female,4,No,94,26,51,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Tarini Seth,9393680625,Male,1,Yes,41,94,99,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Yashin Rai,9524362707,Male,4,Yes,46,90,31,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Guddu Yadav Srivastav,9837941155,Male,8,Yes,22,83,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nanda Vishwakarma,9624529976,Female,7,Yes,50,72,58,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Madav Yadav,9384481441,Male,9,Yes,87,53,77,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Lucky Boy Rai,9253018087,Female,3,No,89,74,50,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Ramdular Singh,9320510449,Female,1,No,30,65,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shirish Divedi,9960406762,Female,10,Yes,22,49,68,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dhanmani Vishwakarma,9229847441,Male,5,No,89,35,37,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sneha Kumari,9344343973,Male,1,Yes,75,87,27,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Padmanava Rai,9273370506,Female,1,Yes,95,36,38,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
सोनू Seth,9543220258,Male,8,No,58,80,86,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Palvi Pandey,9980014983,Female,2,Yes,52,63,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Virender Singh Maurrya,9820735475,Male,2,Yes,73,13,49,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Manali Srivastav,9888666386,Male,1,Yes,12,98,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ariyan Rai,9303446330,Female,7,No,68,45,98,B,Average Performance,Better luck next time,NULL,NULL,NULL
Wakil Seth,9937363968,Male,3,Yes,88,32,32,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Fakrul Vishwakarma,9172290302,Male,6,Yes,48,67,88,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Kavindra Vishwakarma,9390625549,Female,4,No,72,31,26,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Siwani Mishra,9769026039,Male,5,Yes,76,44,28,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nanjunda Vishwakarma,9096496676,Female,2,Yes,81,90,30,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Lalu Pratap,9923293600,Male,9,Yes,79,14,45,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ritanjali Tiwari,9305170520,Female,8,No,48,86,92,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Pukhraj Srivastav,9336341337,Male,8,No,43,40,82,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Pori Pandey,9834077307,Male,4,Yes,97,57,67,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Soheb Devi,9492601398,Male,7,Yes,100,20,17,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Alfez Pandit,9438010530,Female,6,No,29,70,37,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Jotish Pratap,9847394057,Female,4,Yes,42,78,100,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Raees Kumar,9653729984,Female,8,Yes,18,47,12,F,Failed,Better luck next time,NULL,NULL,NULL
Venkat Divedi,9618910979,Female,9,No,54,42,31,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kisana Pandey,9138356372,Female,2,Yes,23,82,96,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sehjad Divedi,9502190507,Female,2,No,99,87,52,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Purba Pandey,9423306535,Female,10,Yes,37,29,65,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Upendr Pandit,9715189835,Female,8,Yes,82,16,61,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kalaivani Seth,9614112074,Female,7,Yes,40,84,84,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Anubha Rai,9186271030,Female,7,Yes,90,99,34,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Champabati Kumar,9578568335,Female,7,Yes,73,36,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nishikanta Mishra,9808741347,Female,8,No,17,11,15,F,Failed,Better luck next time,NULL,NULL,NULL
Jiyan Tiwari,9379739186,Male,5,Yes,25,11,45,F,Failed,Better luck next time,NULL,NULL,NULL
Rijban Rajput,9450434875,Male,3,Yes,93,37,79,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Soumi Sonkar,9250608171,Female,7,Yes,63,90,39,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Zuala Kumar,9159128391,Male,6,Yes,16,56,95,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Deshmukh Tiwari,9052720449,Male,6,Yes,10,42,77,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Saneep Divedi,9677206539,Male,2,Yes,26,19,96,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Cheenu Srivastav,9642966269,Male,1,No,18,20,44,F,Failed,Better luck next time,NULL,NULL,NULL
Krati Sonkar,9180191619,Male,1,No,71,98,66,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Ramesh Yadav Yadav,9379552834,Female,10,Yes,15,18,48,F,Failed,Better luck next time,NULL,NULL,NULL
Kamendra Thakur,9162204124,Male,1,No,76,45,77,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sarojni Pratap,9915616899,Female,7,Yes,88,23,88,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sudarshini Yadav,9536142315,Male,10,No,30,18,15,F,Failed,Better luck next time,NULL,NULL,NULL
Mohit Kumar Devi,9543382158,Female,2,Yes,94,60,16,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bipul Pratap,9316905986,Male,9,No,14,72,52,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ariba Pratap,9121177381,Female,4,No,88,27,39,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Vats Divedi,9215865563,Female,2,Yes,77,87,53,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Sadiqul Thakur,9052382904,Male,6,Yes,83,43,97,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Mani Kumar Yadav,9606274693,Female,1,No,57,59,37,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kamli Rajput,9627402411,Female,7,Yes,80,30,31,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ravi Verma Rao,9679202783,Male,9,Yes,16,14,44,F,Failed,Better luck next time,NULL,NULL,NULL
Aurangzeb Rajput,9557682522,Female,4,No,68,24,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bholo Rajput,9616159507,Female,4,Yes,99,96,90,A+,Excellent Performance,"03_CSDS, 10_EE, 11_ME",NULL,NULL,NULL
Anbar Mishra,9345022409,Male,1,No,25,86,70,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shubhanshu Mishra,9238829681,Male,10,Yes,86,91,87,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Babin Sonkar,9018123699,Female,4,Yes,12,28,43,F,Failed,Better luck next time,NULL,NULL,NULL
Mithra Pandit,9437711898,Male,7,Yes,80,97,56,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Soumen Maurrya,9879095581,Female,4,Yes,77,81,48,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Kundan Singh Gupta,9071767697,Male,5,Yes,31,13,23,F,Failed,Better luck next time,NULL,NULL,NULL
Sentu Srivastav,9851602696,Male,5,Yes,69,53,97,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Prashanthi Thakur,9395739716,Male,6,Yes,55,71,50,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shyamoli Rai,9840482496,Male,9,No,29,23,89,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Abhijit Kumari,9790962989,Female,1,No,43,65,19,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sadar Pandey,9218977975,Female,9,No,80,73,45,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Ansul Rajput,9342252383,Male,4,No,12,94,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Binita Devi,9768897674,Female,2,Yes,94,63,14,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Vemula Sonkar,9606352533,Female,2,Yes,95,93,48,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Narayanlal Mishra,9278020805,Male,9,Yes,26,80,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dilkhush Kumar Maurya,9004018906,Female,1,No,54,77,24,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
B N Sonkar,9142348530,Male,7,No,100,44,12,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Veerpal Pandey,9601327532,Female,6,Yes,63,27,16,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Patu Yadav,9262510358,Female,1,Yes,92,25,44,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Veeram Rao,9417567255,Male,5,Yes,37,85,46,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sidu Seth,9064842083,Female,8,No,49,14,15,F,Failed,Better luck next time,NULL,NULL,NULL
Kori Pandey,9315384809,Female,5,Yes,92,11,28,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ratilal Rajput,9479651175,Female,1,Yes,71,96,44,B,Average Performance,Better luck next time,NULL,NULL,NULL
Ripal Sonkar,9571627820,Male,7,No,24,70,37,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ram Niwas Divedi,9764034477,Male,3,No,17,59,20,F,Failed,Better luck next time,NULL,NULL,NULL
Rupanjali Sonkar,9901144836,Female,1,Yes,48,24,82,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kalyan Singh Yadav,9166924369,Male,5,No,88,95,95,A+,Excellent Performance,"01_CSE, 08_ESE, 22_EEE",NULL,NULL,NULL
Banda Devi,9218060485,Male,2,No,24,73,88,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Jagadeesha Seth,9407472014,Male,2,No,23,39,79,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Suba Rai,9597927869,Female,10,No,81,19,64,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Singha Rai,9614943765,Female,9,No,95,93,98,A+,Excellent Performance,"03_CSDS, 10_EE, 11_ME",NULL,NULL,NULL
Phalguni Srivastav,9051221783,Male,5,No,12,54,54,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rsju Gupta,9346089196,Female,10,Yes,78,95,41,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Rambalak Pandit,9369346724,Female,7,No,22,95,89,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Ajeet Kumar Pratap,9014744790,Male,2,No,66,32,40,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shaifali Pratap,9459484032,Male,8,No,26,30,16,F,Failed,Better luck next time,NULL,NULL,NULL
Monukumar Singh,9075463339,Male,3,Yes,16,28,51,F,Failed,Better luck next time,NULL,NULL,NULL
Rakshi Devi,9274284653,Male,3,No,73,69,42,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Apa Mishra,9027702320,Male,3,No,91,10,61,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Dhannajay Sonkar,9367236546,Female,10,Yes,70,18,70,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kesu Maurya,9320839929,Male,7,No,44,58,44,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Seebu Mishra,9707923537,Male,8,No,12,40,36,F,Failed,Better luck next time,NULL,NULL,NULL
Anshumaan Mishra,9500242412,Male,8,Yes,21,18,39,F,Failed,Better luck next time,NULL,NULL,NULL
Manohar Singh Tiwari,9698297496,Female,9,Yes,83,89,10,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ambesh Sonkar,9260451797,Female,10,Yes,94,57,74,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Sidhant Rai,9598493155,Female,3,Yes,11,91,72,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Arvid Thakur,9492260714,Female,5,No,24,93,69,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Velmurugan Srivastav,9942108763,Female,8,No,54,20,43,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sanjeet Maurya,9582411082,Male,3,Yes,66,82,10,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sumith Sonkar,9746213939,Female,10,Yes,85,93,24,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sravani Pandey,9013201029,Female,3,No,91,91,13,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Jakariya Kumar,9730511651,Male,8,Yes,83,84,72,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Danish Divedi,9018641215,Female,7,Yes,84,35,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sukhdeo Rai,9804138890,Male,9,No,69,98,80,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Puspendar Seth,9098853553,Female,4,Yes,40,14,88,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shivanshu Gupta,9541706859,Female,8,Yes,74,14,43,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kalandi Thakur,9614260885,Male,9,No,58,59,86,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Shanaya Sonkar,9704729400,Male,4,No,25,38,71,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sabyasachi Yadav,9733868086,Female,2,No,47,60,96,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Apoorva Pratap,9549932444,Male,9,Yes,16,17,47,F,Failed,Better luck next time,NULL,NULL,NULL
Chanti Divedi,9733024391,Female,1,No,69,23,87,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rajendrakumar Singh,9905911450,Female,1,Yes,53,97,88,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Aalia Vishwakarma,9721973809,Male,8,No,31,54,36,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Tharma Tiwari,9806557189,Female,4,Yes,58,69,55,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Minku Gupta,9675222852,Female,6,No,89,69,11,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Binal Srivastav,9509041171,Female,1,No,61,58,24,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Manta Srivastav,9317016900,Female,9,No,91,34,92,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Akela Sonkar,9783743480,Female,8,Yes,30,79,59,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Lokendar Srivastav,9945119814,Male,9,Yes,44,74,71,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Md Khan Rao,9269960448,Female,1,No,63,89,56,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Jeetlal Vishwakarma,9928936707,Male,10,Yes,10,10,88,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Krishna Yadav Singh,9303771021,Male,8,Yes,29,32,83,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Muntun Srivastav,9153142245,Female,2,No,59,82,62,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Maneet Seth,9874848295,Male,9,Yes,81,100,39,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Radharani Pandit,9762711905,Female,9,Yes,91,79,58,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Pinto Divedi,9590676531,Female,6,No,76,28,26,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Preetam Singh,9480435076,Female,2,No,42,44,55,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Desh Raj Gupta,9249624307,Male,4,No,79,67,74,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Pradeep Kumar Gupta,9734412044,Male,8,No,58,56,83,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Vishalkumar Rai,9805881688,Female,2,No,97,48,28,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Yashas Thakur,9111323762,Male,4,No,52,53,52,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Pyare Lal Tiwari,9767963766,Male,4,No,64,55,81,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Atif Gupta,9395202484,Female,7,No,67,49,67,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
संजीव Tiwari,9618992831,Male,10,No,54,25,38,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Karambir Maurrya,9710584296,Female,3,Yes,66,66,10,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shambhunath Pandey,9442982902,Male,9,Yes,53,73,87,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Dheeraj Kumar Rao,9196923326,Female,3,No,52,23,100,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hima Pratap,9367290819,Male,7,No,19,90,54,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Popu Yadav,9522820846,Female,8,Yes,16,73,80,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Roshni Divedi,9245948355,Female,1,Yes,19,19,58,F,Failed,Better luck next time,NULL,NULL,NULL
Dulan Maurrya,9616204309,Male,10,Yes,46,42,48,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Md Anjar Mishra,9338152554,Female,4,Yes,15,15,93,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Savai Maurya,9884265422,Female,8,No,24,88,47,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Selvan Gupta,9010532827,Male,2,Yes,49,99,94,B+,Good Pursuance,Better luck next time,NULL,NULL,NULL
Punit Vishwakarma,9257310129,Female,2,No,17,77,92,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Shah Alam Thakur,9149581376,Female,1,Yes,98,73,44,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Mitrabhanu Thakur,9857957798,Female,7,Yes,24,13,42,F,Failed,Better luck next time,NULL,NULL,NULL
Ashrita Pandey,9601975401,Male,7,No,28,97,92,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Pratim Singh,9637845556,Male,4,Yes,64,71,55,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Tuleshwar Devi,9259303773,Female,4,Yes,94,22,10,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Debanjan Singh,9927424848,Female,10,No,67,53,93,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Swami Lakshman Pandey,9247059258,Male,5,No,29,100,84,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Noopur Maurrya,9532279238,Female,4,Yes,29,41,97,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Premalatha Thakur,9715653652,Male,4,Yes,73,82,54,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Baasima Thakur,9736857632,Male,6,Yes,84,33,87,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Hasanur Mishra,9829735142,Male,10,No,48,86,85,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Guguloth Pandey,9580083979,Male,5,Yes,56,36,26,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vijay Singh Sonkar,9345210691,Male,10,Yes,93,41,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kifayat Tiwari,9487310942,Male,6,No,63,24,16,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Wazir Rai,9193242857,Male,2,Yes,73,46,96,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Shiri Divedi,9976955585,Male,7,Yes,60,58,34,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kaberi Sonkar,9439719377,Female,7,Yes,25,96,51,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Mull Mishra,9285186528,Female,10,No,66,66,52,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Tajpal Seth,9312257920,Female,1,Yes,53,49,20,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Harihar Seth,9752718819,Female,1,No,39,16,21,F,Failed,Better luck next time,NULL,NULL,NULL
Sanoj Singh,9759697402,Female,9,Yes,99,25,66,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Vikash Kumar Srivastav,9108318879,Female,1,No,57,78,57,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Ramkrushna Vishwakarma,9591979275,Female,9,No,32,38,39,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ketki Mishra,9179038855,Male,2,Yes,21,38,21,F,Failed,Better luck next time,NULL,NULL,NULL
Gangadar Rao,9171550397,Female,1,Yes,45,23,64,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Papuram Yadav,9713577119,Male,5,No,94,32,72,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Badruddin Rao,9107749579,Male,4,No,90,45,30,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Keerthi Seth,9097809862,Male,2,Yes,83,82,75,B+,Good Pursuance,Better luck next time,NULL,NULL,NULL
Amulu Rao,9711562017,Male,4,Yes,69,98,65,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Rushab Pandit,9574312209,Male,6,Yes,49,19,45,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nimit Singh,9612793702,Male,7,Yes,52,72,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Atikur Pandey,9775387174,Male,2,Yes,74,89,55,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Alom Pandey,9011677142,Female,3,Yes,41,55,93,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Dulari Thakur,9394112627,Female,2,Yes,96,31,71,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Vishwas Thakur,9714847284,Male,7,Yes,10,14,85,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Satbir Kumar,9539034097,Male,1,Yes,28,50,20,F,Failed,Better luck next time,NULL,NULL,NULL
Take Pandit,9918819843,Female,8,Yes,81,21,46,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ushaben Srivastav,9861571410,Male,10,No,47,66,36,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bhagabat Rao,9810718367,Female,1,Yes,33,72,23,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shiek Seth,9711443844,Female,7,No,18,53,91,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
